"SBO SIN RECUPERACIÓN DE SISTEMAS"
"TIME","PPS","QCORE","MSTPS","TGPS","MWCR","XWCOR","WSTEAM","MWLP","TWLP","WJETO","WCORI","WWRC","WCRD","MH2GEN(2)","MH2GEN(3)","MH2GEN(4)","MH2GEN(5)","WWRV","WGRV","WWSV","WGSV","WWBRK","WGBRK","WWLOCA","WGLOC","WFW","WGINST","WSCS","MWCRD",
" SECONDS","PA","W","KG","K","KG","M","KG/S","KG","K","KG/S","KG/S","KG/S","KG/S","KG","KG","KG","KG","KG/S","KG/S","KG/S","KG/S","KG/S","KG/S","KG/S","KG/S","KG/S","KG/S","KG/S","KG",
 3.7187420E+04, 1.0134182E+05, 1.7016071E+07, 1.1645336E+02, 8.1355475E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7307599E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 6.8595664E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-3.4359952E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.7247816E+04, 1.0135026E+05, 1.7008996E+07, 1.1635310E+02, 8.1409103E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7307410E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 6.8775088E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-3.5777416E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.7309038E+04, 1.0113428E+05, 1.7001839E+07, 1.1616406E+02, 8.1346577E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7313423E+02, 2.1349711E-15, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 6.8956650E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.7291720E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.7371198E+04, 1.0112559E+05, 1.6994587E+07, 1.1604740E+02, 8.1392363E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7313757E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 6.9140675E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.7300858E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.7434459E+04, 1.0138585E+05, 1.6987221E+07, 1.1602068E+02, 8.1581064E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7306656E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 6.9327649E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.1642268E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.7494924E+04, 1.0110156E+05, 1.6980196E+07, 1.1579667E+02, 8.1480007E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7314525E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 6.9506066E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.7096021E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.7556572E+04, 1.0108459E+05, 1.6973047E+07, 1.1566122E+02, 8.1519541E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7315043E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 6.9687698E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.7076796E-02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.7619965E+04, 1.0144175E+05, 1.6965710E+07, 1.1564421E+02, 8.1758400E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7305469E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 6.9874191E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-5.2871345E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.7679965E+04, 1.0143426E+05, 1.6958780E+07, 1.1547605E+02, 8.1820612E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7305304E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.0050438E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-5.2253031E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.7739965E+04, 1.0143253E+05, 1.6951864E+07, 1.1531272E+02, 8.1884901E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7305321E+02, 1.4210855E-15, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.0226436E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-5.1681273E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.7799965E+04, 1.0143226E+05, 1.6944961E+07, 1.1515227E+02, 8.1948949E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7305376E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.0402190E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-5.1147695E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.7859965E+04, 1.0143202E+05, 1.6938072E+07, 1.1499294E+02, 8.2012793E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7305432E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.0577706E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-5.0646308E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.7919965E+04, 1.0143162E+05, 1.6931196E+07, 1.1483446E+02, 8.2076456E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7305483E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.0752989E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-5.0172908E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.7979965E+04, 1.0143107E+05, 1.6924333E+07, 1.1467679E+02, 8.2139934E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7305530E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.0928046E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.9725991E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.8039965E+04, 1.0143038E+05, 1.6917484E+07, 1.1451990E+02, 8.2203222E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7305573E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.1102881E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.9305079E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.8099965E+04, 1.0142958E+05, 1.6910647E+07, 1.1436375E+02, 8.2266322E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7305613E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.1277501E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.8909959E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.8159965E+04, 1.0142868E+05, 1.6903824E+07, 1.1420827E+02, 8.2329236E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7305651E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.1451910E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.8539570E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.8219965E+04, 1.0142769E+05, 1.6897015E+07, 1.1405339E+02, 8.2391968E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7305685E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.1626114E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.8194828E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.8279965E+04, 1.0142663E+05, 1.6890218E+07, 1.1389904E+02, 8.2454522E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7305717E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.1800117E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.7873719E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.8339965E+04, 1.0142551E+05, 1.6883434E+07, 1.1374516E+02, 8.2516906E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7305746E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.1973925E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.7575670E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.8399965E+04, 1.0142432E+05, 1.6876663E+07, 1.1359165E+02, 8.2579126E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7305774E+02, 7.1054274E-16, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.2147541E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.7299630E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.8459965E+04, 1.0142309E+05, 1.6869906E+07, 1.1343846E+02, 8.2641191E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7305800E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.2320970E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.7044411E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.8519965E+04, 1.0142180E+05, 1.6863161E+07, 1.1328550E+02, 8.2703108E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7305823E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.2494216E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.6809392E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.8579965E+04, 1.0142048E+05, 1.6856429E+07, 1.1313271E+02, 8.2764885E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7305845E+02, 7.1054274E-16, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.2667284E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.6593019E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.8639965E+04, 1.0141912E+05, 1.6849710E+07, 1.1298002E+02, 8.2826532E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7305866E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.2840175E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.6394842E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.8699965E+04, 1.0141772E+05, 1.6843003E+07, 1.1282737E+02, 8.2888058E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7305885E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.3012895E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.6213742E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.8759965E+04, 1.0141643E+05, 1.6836310E+07, 1.1267443E+02, 8.2949753E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7305904E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.3185447E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.6034817E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.8819965E+04, 1.0141488E+05, 1.6829629E+07, 1.1252131E+02, 8.3011247E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7305918E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.3357833E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.5901111E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.8879965E+04, 1.0141338E+05, 1.6822961E+07, 1.1236843E+02, 8.3072432E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7305932E+02, 7.1054274E-16, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.3530058E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.5767148E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.8939965E+04, 1.0141191E+05, 1.6816305E+07, 1.1221543E+02, 8.3133507E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7305946E+02, 7.1054274E-16, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.3702122E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.5644652E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.8999965E+04, 1.0141044E+05, 1.6809662E+07, 1.1206210E+02, 8.3194589E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7305959E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.3874030E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.5534301E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.9059965E+04, 1.0140887E+05, 1.6803032E+07, 1.1190850E+02, 8.3255532E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7305970E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.4045784E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.5437960E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.9119965E+04, 1.0140726E+05, 1.6796414E+07, 1.1175498E+02, 8.3316109E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7305979E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.4217387E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.5352772E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.9179965E+04, 1.0140568E+05, 1.6789809E+07, 1.1160150E+02, 8.3376364E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7305988E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.4388839E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.5273414E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.9239965E+04, 1.0140409E+05, 1.6783216E+07, 1.1144798E+02, 8.3436340E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7305997E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.4560145E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.5201120E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.9299965E+04, 1.0140264E+05, 1.6776635E+07, 1.1129389E+02, 8.3496507E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7306007E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.4731305E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.5129591E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.9359965E+04, 1.0140094E+05, 1.6770067E+07, 1.1113975E+02, 8.3556169E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7306012E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.4902321E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.5082275E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.9419965E+04, 1.0139933E+05, 1.6763511E+07, 1.1098572E+02, 8.3615455E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7306018E+02, 3.5527137E-16, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.5073195E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.5032615E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.9479965E+04, 1.0139774E+05, 1.6756967E+07, 1.1083157E+02, 8.3674476E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7306024E+02, 3.5527137E-16, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.5243929E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.4988152E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.9539965E+04, 1.0139615E+05, 1.6750436E+07, 1.1067723E+02, 8.3733253E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7306030E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.5414524E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.4947628E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.9599965E+04, 1.0139457E+05, 1.6743917E+07, 1.1052270E+02, 8.3791793E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7306035E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.5584982E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.4911976E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.9659965E+04, 1.0139299E+05, 1.6737410E+07, 1.1036796E+02, 8.3850095E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7306040E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.5755303E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.4880802E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.9719965E+04, 1.0139127E+05, 1.6730915E+07, 1.1021354E+02, 8.3907582E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7306039E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.5925490E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.4881801E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.9779965E+04, 1.0138988E+05, 1.6724432E+07, 1.1005862E+02, 8.3965329E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7306047E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.6095542E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.4841064E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 3.9839965E+04, 1.0138832E+05, 1.6717961E+07, 1.0990321E+02, 8.4022910E+02, 0.0000000E+00, 4.8390300E+00, 0.0000000E+00, 5.0503832E-01, 3.7306050E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.6483223E+01, 7.2417150E-04, 7.6265462E+02, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,-4.4820001E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
